Transaction_ID,Customer_ID,Card_Number,Customer_Age,Gender,Merchant_Category,Amount,Transaction_Date,Transaction_Time,City,State,Country,Device_Type,Card_Present,CVV_Matched,International_Transaction,Daily_Transaction_Count,Previous_Fraud_Count,Class
TXN100169,CUST1255,6730371837645208,51,Male,Restaurant,72210.38,2026-06-02,06:23:56,Chennai,Tamil Nadu,India,Laptop,Yes,Yes,No,11,0,0
TXN100170,CUST1283,9163009792513271,61,Female,Grocery,9013.28,2026-11-27,04:44:34,Coimbatore,Tamil Nadu,India,Laptop,No,Yes,No,18,5,1
TXN100171,CUST1775,5730652407784873,54,Male,ATM,52182.32,2026-08-28,08:55:53,Jaipur,Rajasthan,India,Laptop,Yes,Yes,No,10,2,0
TXN100172,CUST1465,0862095935186387,67,Male,E-Commerce,42505.21,2026-07-29,20:20:07,Coimbatore,Tamil Nadu,India,Mobile,Yes,Yes,Yes,2,1,0
TXN100173,CUST1197,1096789940539103,59,Female,Fuel,70235.47,2026-11-24,01:23:35,Mumbai,Maharashtra,India,POS,Yes,No,Yes,3,2,1
TXN100174,CUST1080,3811386338392886,65,Male,E-Commerce,53726.61,2026-08-23,22:42:27,Coimbatore,Tamil Nadu,India,Laptop,Yes,No,No,6,4,1
TXN100175,CUST1615,7558556659398368,65,Female,Travel,144249.68,2026-08-18,12:00:46,Chennai,Tamil Nadu,India,POS,Yes,Yes,No,1,2,0
TXN100176,CUST1220,5048889921075224,41,Male,Fashion,38473.76,2026-06-03,02:36:25,Jaipur,Rajasthan,India,Laptop,Yes,No,No,6,3,1
TXN100177,CUST1707,9194096105566139,18,Female,Grocery,45752.27,2026-01-22,10:34:36,Madurai,Tamil Nadu,India,POS,Yes,Yes,Yes,13,3,0
TXN100178,CUST1590,8136462251790864,23,Female,ATM,65201.94,2026-12-24,04:48:08,Delhi,Delhi,India,Laptop,No,No,Yes,18,4,1
TXN100179,CUST1754,8331465911665535,40,Male,Restaurant,25429.83,2026-06-29,19:52:51,Delhi,Delhi,India,Laptop,No,Yes,Yes,7,5,1
TXN100180,CUST1383,2110392405147705,31,Male,Fashion,81986.31,2026-05-13,17:30:39,Madurai,Tamil Nadu,India,Mobile,No,Yes,No,6,0,0
TXN100181,CUST1714,9407016451046368,63,Male,Travel,72725.09,2026-11-02,17:05:11,Bengaluru,Karnataka,India,Tablet,Yes,Yes,Yes,17,2,1
TXN100182,CUST1342,7620555438404608,35,Male,Electronics,51300.83,2026-07-21,21:08:05,Mumbai,Maharashtra,India,Laptop,No,Yes,Yes,14,2,1
TXN100183,CUST1620,5782329832482629,28,Female,Fuel,83623.18,2026-03-02,05:20:53,Madurai,Tamil Nadu,India,Mobile,No,No,No,10,3,1
TXN100184,CUST1764,4231220994999393,32,Male,Travel,11967.34,2026-09-02,04:32:54,Jaipur,Rajasthan,India,Tablet,No,Yes,No,16,3,1
TXN100185,CUST1141,2330604633312797,62,Female,Entertainment,133143.66,2026-08-07,12:49:02,Jaipur,Rajasthan,India,Tablet,No,No,Yes,17,0,1
TXN100186,CUST1463,7038860868034764,67,Female,Entertainment,25014.67,2026-05-31,19:58:03,Pune,Maharashtra,India,Laptop,No,No,Yes,17,0,1
TXN100187,CUST1185,9826657027937145,62,Male,Fuel,13724.13,2026-12-28,14:40:23,Coimbatore,Tamil Nadu,India,Tablet,Yes,No,No,2,1,0
TXN100188,CUST1580,2222064474212309,66,Female,Grocery,68823.47,2026-09-13,17:51:00,Jaipur,Rajasthan,India,Tablet,Yes,Yes,No,15,3,0
TXN100189,CUST1616,9038498302205020,60,Female,Travel,138061.69,2026-01-26,03:26:11,Madurai,Tamil Nadu,India,POS,Yes,No,No,2,0,1
TXN100190,CUST1787,4556168147214586,51,Male,Fashion,91827.46,2026-02-25,18:46:40,Pune,Maharashtra,India,Mobile,No,No,No,20,2,1
TXN100191,CUST1266,8995299787729343,18,Male,Grocery,69759.6,2026-03-02,23:54:13,Jaipur,Rajasthan,India,Tablet,No,Yes,No,12,4,0
TXN100192,CUST1218,0344144885015569,57,Male,Electronics,29142.64,2026-06-23,21:30:58,Delhi,Delhi,India,Mobile,Yes,No,Yes,15,4,1
TXN100193,CUST1344,7608495880395512,35,Male,Travel,147543.63,2026-11-17,17:53:10,Jaipur,Rajasthan,India,Tablet,Yes,Yes,No,11,5,1
TXN100194,CUST1033,4617357438421503,23,Female,ATM,3788.97,2026-09-05,16:09:12,Kochi,Kerala,India,Tablet,No,No,Yes,4,4,1
TXN100195,CUST1693,2307681040915701,51,Female,Grocery,86655.1,2026-06-09,20:57:13,Kochi,Kerala,India,Laptop,Yes,No,No,18,2,1
TXN100196,CUST1792,7142241098813858,38,Female,Electronics,141494.51,2026-05-26,18:15:10,Coimbatore,Tamil Nadu,India,POS,No,No,Yes,5,0,1
TXN100197,CUST1483,0160166299795453,63,Male,Entertainment,85190.01,2026-02-17,22:29:06,Delhi,Delhi,India,POS,No,No,Yes,8,1,1
TXN100198,CUST1632,4562557701715772,36,Female,E-Commerce,86223.0,2026-09-18,03:25:52,Coimbatore,Tamil Nadu,India,POS,Yes,No,No,13,4,1
TXN100199,CUST1424,3938276153966958,62,Male,Electronics,99408.71,2026-02-09,23:59:45,Jaipur,Rajasthan,India,Tablet,Yes,No,No,18,0,1
TXN100200,CUST1456,2461919657013290,66,Male,Electronics,67973.51,2026-05-30,12:39:36,Delhi,Delhi,India,Laptop,Yes,No,No,19,5,1
TXN100201,CUST1312,6519098624058008,70,Female,Fuel,129194.11,2026-01-16,07:27:44,Jaipur,Rajasthan,India,Tablet,No,No,No,13,3,1
TXN100202,CUST1559,3272386562422010,27,Female,Healthcare,146247.51,2026-03-11,02:08:41,Mumbai,Maharashtra,India,Tablet,No,Yes,No,17,3,1
TXN100203,CUST1566,7653269097384689,41,Male,Grocery,85244.03,2026-12-27,11:07:37,Delhi,Delhi,India,Mobile,Yes,No,No,17,0,0
TXN100204,CUST1625,1371894905807787,54,Female,Healthcare,52969.54,2026-05-31,09:10:02,Jaipur,Rajasthan,India,POS,No,Yes,No,19,1,0
TXN100205,CUST1673,4904712814429444,18,Male,E-Commerce,26233.35,2026-10-30,23:09:42,Delhi,Delhi,India,POS,Yes,No,Yes,16,1,1
TXN100206,CUST1541,0512927663723950,59,Female,Fuel,7925.85,2026-08-26,12:30:19,Delhi,Delhi,India,Laptop,No,No,No,9,1,0
TXN100207,CUST1446,0476580185694544,69,Male,Restaurant,98168.78,2026-07-20,14:49:43,Bengaluru,Karnataka,India,Laptop,No,Yes,No,18,0,0
TXN100208,CUST1070,0618175344300910,56,Male,E-Commerce,95730.53,2026-12-29,03:05:54,Jaipur,Rajasthan,India,Laptop,No,Yes,Yes,6,2,1
TXN100209,CUST1302,7174654214066504,70,Female,Electronics,66114.2,2026-09-09,06:39:25,Madurai,Tamil Nadu,India,Tablet,Yes,Yes,No,7,4,0
TXN100210,CUST1453,4101194707200642,62,Female,Healthcare,86217.31,2026-09-21,22:49:31,Delhi,Delhi,India,Tablet,No,Yes,Yes,1,3,1
TXN100211,CUST1706,7198554601585174,59,Male,Electronics,83193.6,2026-07-16,21:12:19,Mumbai,Maharashtra,India,Mobile,No,No,Yes,15,5,1
TXN100212,CUST1195,2030937618478700,39,Male,Travel,118177.39,2026-01-22,12:07:13,Pune,Maharashtra,India,Tablet,Yes,Yes,Yes,2,5,1
TXN100213,CUST1145,7079032020417929,22,Male,Fuel,74596.67,2026-11-12,07:04:51,Bengaluru,Karnataka,India,Tablet,No,No,No,4,5,0
TXN100214,CUST1141,5309251142625827,33,Male,Electronics,15040.18,2026-11-20,19:24:49,Madurai,Tamil Nadu,India,Mobile,No,Yes,Yes,1,1,0
TXN100215,CUST1724,9467232487632909,29,Female,E-Commerce,142547.19,2026-11-18,09:22:26,Chennai,Tamil Nadu,India,Laptop,Yes,Yes,Yes,20,2,1
TXN100216,CUST1780,8837340312772200,59,Female,Restaurant,31477.98,2026-05-09,10:39:51,Delhi,Delhi,India,Mobile,Yes,Yes,Yes,6,0,0
TXN100217,CUST1119,1379956353153136,30,Female,Fashion,11075.78,2026-10-27,15:03:56,Mumbai,Maharashtra,India,Laptop,Yes,No,Yes,13,2,1
TXN100218,CUST1140,7354352090421776,28,Female,Fashion,132967.03,2026-11-06,05:50:50,Jaipur,Rajasthan,India,Laptop,Yes,Yes,No,17,3,1
TXN100219,CUST1222,9774063356939290,44,Male,Grocery,148691.46,2026-09-16,01:27:33,Mumbai,Maharashtra,India,Tablet,Yes,No,No,8,0,0
TXN100220,CUST1013,6325431074279907,47,Male,Healthcare,27782.61,2026-07-09,20:29:45,Chennai,Tamil Nadu,India,Mobile,No,No,Yes,10,3,1
TXN100221,CUST1771,4989319508501657,57,Male,Travel,54996.63,2026-11-28,17:45:04,Pune,Maharashtra,India,Laptop,Yes,No,Yes,18,0,1
TXN100222,CUST1665,7933554864015577,50,Male,Entertainment,106488.3,2026-12-14,17:57:18,Delhi,Delhi,India,POS,Yes,Yes,No,3,0,0
TXN100223,CUST1184,4112412723804682,48,Female,Healthcare,66606.81,2026-11-27,00:18:12,Coimbatore,Tamil Nadu,India,Mobile,Yes,No,No,19,2,1
TXN100224,CUST1672,5798877492424375,36,Male,Electronics,53000.48,2026-08-22,05:39:59,Madurai,Tamil Nadu,India,POS,Yes,Yes,Yes,6,1,0
TXN100225,CUST1325,9274523805525782,52,Female,Fuel,138069.07,2026-07-27,15:49:09,Delhi,Delhi,India,POS,Yes,Yes,No,10,3,0
TXN100226,CUST1773,9297517028140693,46,Female,Fuel,48988.65,2026-11-08,20:12:37,Pune,Maharashtra,India,Laptop,No,Yes,Yes,3,4,1
TXN100227,CUST1457,1863759980562656,41,Male,Restaurant,51770.79,2026-06-07,14:55:35,Coimbatore,Tamil Nadu,India,Laptop,No,No,No,10,1,0
TXN100228,CUST1435,6299123478519610,44,Female,Healthcare,26275.21,2026-08-25,22:36:48,Madurai,Tamil Nadu,India,Laptop,Yes,No,No,18,3,1
TXN100229,CUST1044,4947873002447146,29,Female,Fashion,4314.97,2026-05-22,15:04:38,Kochi,Kerala,India,Tablet,No,No,No,4,2,0
TXN100230,CUST1590,0429025725204565,21,Female,Restaurant,79465.37,2026-02-09,16:12:49,Madurai,Tamil Nadu,India,Mobile,Yes,No,No,10,2,0
TXN100231,CUST1705,5189520284576521,31,Male,ATM,33205.97,2026-04-07,17:39:44,Pune,Maharashtra,India,Mobile,No,No,Yes,4,1,0
TXN100232,CUST1492,5452798524013223,37,Male,Fashion,19576.23,2026-02-10,13:44:48,Coimbatore,Tamil Nadu,India,Mobile,Yes,No,No,2,1,0
TXN100233,CUST1676,8907140140119393,29,Female,Grocery,13662.36,2026-05-23,18:22:22,Madurai,Tamil Nadu,India,Laptop,Yes,Yes,Yes,17,1,0
TXN100234,CUST1289,2801387592712566,31,Male,Healthcare,16971.18,2026-06-10,03:29:07,Pune,Maharashtra,India,Laptop,No,No,No,18,5,1
TXN100235,CUST1042,1571647947386463,22,Female,Travel,26935.63,2026-12-12,15:43:06,Mumbai,Maharashtra,India,Tablet,Yes,Yes,Yes,13,3,1
TXN100236,CUST1712,9121535396136749,55,Female,Healthcare,53446.79,2026-12-08,19:25:31,Pune,Maharashtra,India,POS,Yes,No,Yes,4,2,1
TXN100237,CUST1502,7320101702695249,57,Male,Fuel,99179.04,2026-09-24,15:50:29,Bengaluru,Karnataka,India,POS,No,No,No,18,2,1
TXN100238,CUST1554,8006167567700284,63,Male,Entertainment,64630.63,2026-06-09,22:24:31,Coimbatore,Tamil Nadu,India,Tablet,No,No,Yes,17,0,1
TXN100239,CUST1401,4796954500902559,19,Female,Healthcare,14647.64,2026-06-26,11:26:22,Chennai,Tamil Nadu,India,Laptop,Yes,Yes,No,19,0,0
TXN100240,CUST1068,4152085076986407,55,Male,Travel,56691.75,2026-07-19,10:36:06,Delhi,Delhi,India,Mobile,Yes,No,No,17,5,1
TXN100241,CUST1348,2945637183440496,69,Male,E-Commerce,111446.06,2026-02-17,22:54:37,Coimbatore,Tamil Nadu,India,POS,No,Yes,No,14,1,0
TXN100242,CUST1079,4846853664987820,58,Male,E-Commerce,74905.58,2026-12-05,23:29:17,Pune,Maharashtra,India,Tablet,Yes,Yes,No,15,1,0
TXN100243,CUST1765,4665136442493631,27,Male,Grocery,36875.71,2026-06-08,14:31:35,Mumbai,Maharashtra,India,Tablet,Yes,Yes,Yes,9,1,1
TXN100244,CUST1285,8207001594165162,33,Male,E-Commerce,110185.34,2026-03-03,16:42:53,Jaipur,Rajasthan,India,POS,No,Yes,Yes,20,0,1
TXN100245,CUST1792,5596363212347649,21,Female,ATM,56237.01,2026-02-27,10:34:27,Delhi,Delhi,India,Laptop,No,Yes,No,16,5,0
TXN100246,CUST1316,0900348645183760,43,Female,Restaurant,13583.04,2026-05-01,09:13:55,Madurai,Tamil Nadu,India,Tablet,No,No,Yes,9,0,0
TXN100247,CUST1504,7656124815698570,66,Male,Electronics,94541.94,2026-11-25,04:00:25,Bengaluru,Karnataka,India,POS,No,Yes,Yes,6,1,1
TXN100248,CUST1529,2965772429543165,29,Female,Healthcare,141716.34,2026-10-20,07:01:01,Pune,Maharashtra,India,Laptop,Yes,No,Yes,9,5,1
TXN100249,CUST1173,0696942152910867,70,Female,Fuel,33711.37,2026-04-15,06:55:52,Hyderabad,Telangana,India,POS,No,No,Yes,14,1,1
TXN100250,CUST1615,3436262044397359,61,Female,Fuel,1597.52,2026-03-10,10:44:25,Bengaluru,Karnataka,India,Tablet,No,No,Yes,4,4,1
TXN100251,CUST1061,0537599004896465,26,Male,E-Commerce,26946.86,2026-03-28,16:31:59,Kochi,Kerala,India,Tablet,Yes,Yes,No,17,3,0
TXN100252,CUST1120,5027456449485625,65,Female,Electronics,83373.42,2026-12-03,20:51:28,Chennai,Tamil Nadu,India,Laptop,Yes,Yes,Yes,6,0,1
TXN100253,CUST1482,4276170758777121,40,Male,Fashion,130232.56,2026-04-03,05:47:32,Hyderabad,Telangana,India,Laptop,Yes,Yes,No,3,1,0
TXN100254,CUST1694,1504165915201777,58,Female,E-Commerce,98718.05,2026-06-18,01:41:39,Delhi,Delhi,India,POS,Yes,Yes,Yes,10,2,1
TXN100255,CUST1057,1896164236103266,36,Male,Fuel,44817.07,2026-08-10,23:51:58,Hyderabad,Telangana,India,Laptop,No,Yes,No,17,1,0
TXN100256,CUST1398,7499616592661085,47,Male,Electronics,139603.61,2026-09-27,20:41:33,Coimbatore,Tamil Nadu,India,POS,No,No,Yes,16,2,1
TXN100257,CUST1153,2438649081081866,24,Female,E-Commerce,121933.07,2026-07-01,08:37:05,Pune,Maharashtra,India,Mobile,Yes,No,Yes,6,3,1
TXN100258,CUST1047,1645977945232194,61,Male,Healthcare,80179.68,2026-01-03,12:07:00,Madurai,Tamil Nadu,India,Tablet,No,No,No,10,4,1
TXN100259,CUST1632,5641220310303723,45,Male,Fuel,45172.63,2026-08-26,04:30:27,Chennai,Tamil Nadu,India,Mobile,Yes,Yes,No,16,3,1
TXN100260,CUST1461,9334960501667998,36,Male,Entertainment,59982.07,2026-09-20,18:46:39,Delhi,Delhi,India,Laptop,Yes,Yes,No,19,2,0
TXN100261,CUST1275,6717957602437573,50,Male,E-Commerce,136365.07,2026-06-23,19:54:53,Delhi,Delhi,India,Laptop,No,No,No,12,3,1
TXN100262,CUST1166,9341722329716743,31,Male,Grocery,53850.07,2026-05-14,11:43:10,Madurai,Tamil Nadu,India,Mobile,Yes,No,No,4,4,0
TXN100263,CUST1576,3745508428910771,24,Male,ATM,6343.32,2026-02-23,05:40:07,Bengaluru,Karnataka,India,POS,Yes,No,No,17,3,0
TXN100264,CUST1102,2552137603754821,35,Female,Healthcare,54128.48,2026-12-07,07:09:48,Pune,Maharashtra,India,Tablet,Yes,Yes,No,14,3,0
TXN100265,CUST1529,5072081155626060,60,Male,E-Commerce,8718.58,2026-11-20,22:51:42,Pune,Maharashtra,India,POS,No,No,No,11,2,1
TXN100266,CUST1009,4892673899756341,20,Female,Healthcare,108778.55,2026-03-06,16:34:18,Bengaluru,Karnataka,India,Mobile,No,No,Yes,1,0,1
TXN100267,CUST1553,9434681054851017,37,Male,Entertainment,50880.1,2026-05-01,23:37:36,Pune,Maharashtra,India,Laptop,No,No,No,19,5,1
TXN100268,CUST1144,6831589357126611,21,Female,Electronics,71464.15,2026-08-17,02:23:43,Pune,Maharashtra,India,Tablet,No,No,No,14,3,1
TXN100269,CUST1706,7622827728813770,65,Male,ATM,55431.34,2026-03-02,19:54:26,Coimbatore,Tamil Nadu,India,Mobile,No,No,Yes,17,1,1
TXN100270,CUST1121,5454470229604432,70,Female,Grocery,18393.07,2026-06-28,02:55:02,Mumbai,Maharashtra,India,Tablet,No,No,No,13,3,1
TXN100271,CUST1738,9228777251996636,39,Male,Entertainment,110400.12,2026-11-27,02:55:10,Chennai,Tamil Nadu,India,POS,Yes,Yes,Yes,20,4,1
TXN100272,CUST1591,0983780182043397,23,Female,Healthcare,88354.51,2026-09-09,00:21:27,Madurai,Tamil Nadu,India,Tablet,Yes,No,No,9,0,0
TXN100273,CUST1102,8242241246209520,63,Male,Restaurant,58521.46,2026-06-13,04:26:57,Kochi,Kerala,India,POS,No,Yes,Yes,7,1,0
TXN100274,CUST1601,3788614057861706,58,Male,Grocery,40410.5,2026-10-28,21:06:15,Pune,Maharashtra,India,Laptop,No,No,No,3,5,1
TXN100275,CUST1513,3258238687007942,18,Male,Entertainment,41031.78,2026-05-09,21:24:22,Bengaluru,Karnataka,India,POS,Yes,Yes,Yes,10,0,0
TXN100276,CUST1126,2846398554743553,47,Female,Grocery,137107.04,2026-03-10,20:59:00,Jaipur,Rajasthan,India,Tablet,Yes,Yes,Yes,14,4,1
TXN100277,CUST1714,7681180715695620,25,Female,Travel,140440.37,2026-08-16,00:14:47,Chennai,Tamil Nadu,India,POS,No,Yes,Yes,20,5,1
TXN100278,CUST1311,3375047930361498,49,Male,ATM,29105.85,2026-10-17,21:43:38,Jaipur,Rajasthan,India,Laptop,Yes,Yes,Yes,5,2,0
TXN100279,CUST1234,8430894870605664,25,Female,Entertainment,54252.7,2026-01-23,23:14:03,Hyderabad,Telangana,India,Tablet,No,No,Yes,13,1,1
TXN100280,CUST1343,1903613325411076,69,Male,E-Commerce,119593.27,2026-06-21,08:15:06,Delhi,Delhi,India,Laptop,No,Yes,No,17,1,1
TXN100281,CUST1075,9971791100651207,21,Female,E-Commerce,93946.47,2026-02-03,03:43:03,Pune,Maharashtra,India,Mobile,No,No,No,4,4,1
TXN100282,CUST1771,6399076769915078,39,Male,Fuel,15448.31,2026-11-01,22:04:37,Bengaluru,Karnataka,India,Laptop,No,No,No,16,5,1
TXN100283,CUST1636,7232002496854982,27,Female,Restaurant,90519.26,2026-05-30,11:00:33,Jaipur,Rajasthan,India,Laptop,Yes,Yes,Yes,14,2,1
TXN100284,CUST1201,3315377959959465,28,Male,Entertainment,131422.02,2026-01-22,15:14:58,Chennai,Tamil Nadu,India,Laptop,Yes,No,Yes,8,3,1
TXN100285,CUST1753,5636205015081247,30,Female,Grocery,146297.63,2026-04-12,06:18:11,Bengaluru,Karnataka,India,POS,Yes,No,Yes,6,1,1
TXN100286,CUST1023,2410261534735528,69,Female,Fuel,17818.07,2026-03-08,06:12:34,Mumbai,Maharashtra,India,POS,No,No,Yes,2,4,1
TXN100287,CUST1602,3842530428973179,22,Male,ATM,58247.97,2026-11-27,16:23:31,Pune,Maharashtra,India,Tablet,Yes,No,No,17,5,0
TXN100288,CUST1507,7496903337363466,54,Male,Travel,38216.66,2026-02-13,04:48:05,Hyderabad,Telangana,India,Tablet,No,Yes,Yes,15,4,1
TXN100289,CUST1637,5677665754602734,59,Male,Travel,135226.3,2026-05-31,16:32:34,Coimbatore,Tamil Nadu,India,POS,Yes,Yes,Yes,3,2,1
TXN100290,CUST1040,8353544439284044,70,Female,Healthcare,141874.96,2026-10-24,20:00:30,Pune,Maharashtra,India,Laptop,No,Yes,Yes,7,3,1
TXN100291,CUST1240,8987751536637780,41,Male,E-Commerce,131068.84,2026-06-06,23:00:31,Kochi,Kerala,India,POS,Yes,No,No,13,5,1
TXN100292,CUST1551,4590902259999663,43,Male,ATM,57995.75,2026-09-01,03:21:36,Delhi,Delhi,India,POS,Yes,Yes,Yes,18,1,0
TXN100293,CUST1706,9702316433481705,51,Male,Electronics,49049.47,2026-07-30,12:10:07,Madurai,Tamil Nadu,India,Tablet,No,Yes,No,7,1,0
TXN100294,CUST1318,6729949387430271,70,Female,E-Commerce,121144.5,2026-09-27,10:58:36,Delhi,Delhi,India,Tablet,No,Yes,Yes,10,5,1
TXN100295,CUST1468,5469263296762916,62,Male,Fashion,132837.0,2026-03-22,08:56:40,Pune,Maharashtra,India,POS,Yes,Yes,No,14,4,0
TXN100296,CUST1378,1185672438070176,39,Female,Fashion,59531.32,2026-01-06,08:07:45,Madurai,Tamil Nadu,India,POS,No,No,No,3,0,0
TXN100297,CUST1249,7274220912418621,60,Male,Restaurant,23066.8,2026-07-03,05:13:45,Chennai,Tamil Nadu,India,Laptop,No,Yes,Yes,13,5,1
TXN100298,CUST1316,7090063353310600,39,Male,Fuel,33124.15,2026-02-19,21:10:46,Madurai,Tamil Nadu,India,Mobile,No,Yes,No,11,4,0
TXN100299,CUST1640,3866133155206506,31,Female,Fashion,9949.14,2026-05-23,20:39:23,Chennai,Tamil Nadu,India,Mobile,Yes,No,No,20,3,0
TXN100300,CUST1105,8924195625257150,56,Female,Healthcare,76678.37,2026-04-30,16:37:45,Chennai,Tamil Nadu,India,Laptop,Yes,Yes,No,8,5,0
TXN100301,CUST1250,9102574326303975,26,Female,Travel,96558.13,2026-01-21,16:50:26,Hyderabad,Telangana,India,Mobile,Yes,No,No,8,1,0
TXN100302,CUST1681,3396852701713023,26,Male,Electronics,88914.97,2026-04-15,07:32:05,Mumbai,Maharashtra,India,Tablet,No,Yes,Yes,8,3,1
TXN100303,CUST1181,9344973471566277,45,Female,Electronics,122949.59,2026-09-04,00:48:24,Mumbai,Maharashtra,India,Mobile,No,Yes,Yes,9,3,1
TXN100304,CUST1475,4746897152732300,50,Female,Entertainment,60713.06,2026-08-01,12:47:23,Mumbai,Maharashtra,India,Tablet,No,Yes,No,2,0,0
TXN100305,CUST1580,2364587506633705,58,Male,Electronics,39236.54,2026-08-22,21:09:16,Bengaluru,Karnataka,India,Laptop,Yes,Yes,Yes,13,3,1
TXN100306,CUST1724,9183626448869461,24,Female,Electronics,40389.75,2026-04-18,23:25:44,Hyderabad,Telangana,India,Mobile,Yes,No,Yes,4,0,0
TXN100307,CUST1428,8646225223728179,70,Male,Electronics,30181.08,2026-04-04,06:16:57,Mumbai,Maharashtra,India,Tablet,Yes,Yes,Yes,10,0,0
TXN100308,CUST1284,1509377100409013,51,Male,Healthcare,90467.58,2026-05-17,15:30:48,Kochi,Kerala,India,Tablet,No,No,No,11,1,1
TXN100309,CUST1370,6690551076209184,62,Male,Travel,67815.12,2026-12-18,21:55:30,Pune,Maharashtra,India,Tablet,Yes,Yes,No,1,5,0
TXN100310,CUST1047,5739769156716493,63,Male,ATM,131441.29,2026-09-16,01:08:31,Coimbatore,Tamil Nadu,India,POS,No,Yes,No,4,3,1
TXN100311,CUST1679,8333211602564347,60,Male,Electronics,138414.29,2026-11-21,23:31:05,Kochi,Kerala,India,Laptop,Yes,No,No,13,5,1
TXN100312,CUST1658,8633414111593195,26,Female,Healthcare,86558.68,2026-01-01,09:03:37,Pune,Maharashtra,India,Laptop,No,No,No,12,5,1
TXN100313,CUST1130,8993160875243772,56,Female,Electronics,112071.64,2026-12-26,01:38:20,Hyderabad,Telangana,India,Mobile,No,No,Yes,16,2,1
TXN100314,CUST1722,6052330276420865,45,Female,Travel,113669.24,2026-07-20,02:33:46,Hyderabad,Telangana,India,POS,Yes,No,Yes,5,2,1
TXN100315,CUST1771,9047292774233305,64,Male,Electronics,56514.54,2026-08-07,21:53:10,Chennai,Tamil Nadu,India,Mobile,No,No,Yes,2,0,1
TXN100316,CUST1528,5962630136749261,67,Female,Healthcare,41318.65,2026-12-01,14:23:00,Coimbatore,Tamil Nadu,India,Mobile,Yes,Yes,No,17,1,1
TXN100317,CUST1587,9741926764921518,29,Female,Grocery,59099.79,2026-10-02,16:31:04,Pune,Maharashtra,India,Mobile,Yes,Yes,Yes,20,5,0
TXN100318,CUST1569,7510293218401184,41,Male,Healthcare,146566.61,2026-12-03,00:15:19,Chennai,Tamil Nadu,India,POS,No,Yes,No,11,4,1
TXN100319,CUST1361,9883103032432983,55,Female,Restaurant,19317.39,2026-11-15,13:04:35,Hyderabad,Telangana,India,POS,No,Yes,No,15,0,0
TXN100320,CUST1693,6283143598926256,42,Male,E-Commerce,37162.28,2026-05-19,03:34:07,Pune,Maharashtra,India,Tablet,Yes,No,Yes,12,2,1
TXN100321,CUST1797,4234016361128497,24,Female,E-Commerce,129816.48,2026-10-10,08:38:06,Chennai,Tamil Nadu,India,Laptop,No,No,Yes,12,5,1
TXN100322,CUST1695,8896792408222694,21,Female,Fashion,101748.37,2026-08-03,22:29:11,Delhi,Delhi,India,POS,No,No,No,14,4,1
TXN100323,CUST1736,3414651113129014,53,Female,Grocery,144326.84,2026-08-06,21:32:59,Madurai,Tamil Nadu,India,Tablet,No,Yes,No,1,4,0
TXN100324,CUST1764,0685389097283215,26,Female,Grocery,63437.2,2026-07-14,05:23:07,Kochi,Kerala,India,Laptop,Yes,No,No,16,2,1
TXN100325,CUST1272,3096348079705097,39,Female,Travel,16119.25,2026-06-29,23:11:25,Kochi,Kerala,India,Mobile,Yes,No,No,7,0,0
TXN100326,CUST1158,6170243765456284,24,Female,Entertainment,24317.05,2026-07-01,23:27:00,Kochi,Kerala,India,Laptop,Yes,Yes,No,2,1,0
TXN100327,CUST1762,5023741678725686,26,Male,Fuel,118917.31,2026-03-06,04:22:32,Chennai,Tamil Nadu,India,Laptop,Yes,No,No,20,5,1
TXN100328,CUST1009,6744716392823414,62,Male,Healthcare,29801.95,2026-12-28,03:44:46,Pune,Maharashtra,India,Laptop,Yes,Yes,Yes,4,1,0
TXN100329,CUST1281,3260931066843356,48,Male,ATM,64089.57,2026-01-27,09:07:17,Kochi,Kerala,India,POS,No,No,Yes,11,0,1
TXN100330,CUST1187,0005347491624755,37,Male,Fuel,100358.68,2026-12-16,17:49:55,Madurai,Tamil Nadu,India,POS,No,No,No,8,5,1
TXN100331,CUST1283,3961129109337118,57,Female,Restaurant,108816.33,2026-04-14,17:46:09,Chennai,Tamil Nadu,India,Laptop,Yes,No,No,18,2,1
TXN100332,CUST1375,7161768802942409,21,Male,Healthcare,74279.13,2026-09-30,16:04:10,Delhi,Delhi,India,Tablet,No,No,No,7,1,1
TXN100333,CUST1586,3908788443448123,20,Male,Restaurant,5911.65,2026-03-17,08:59:08,Hyderabad,Telangana,India,Mobile,Yes,Yes,Yes,1,5,0
TXN100334,CUST1620,5518426945005342,34,Male,ATM,98614.77,2026-10-26,03:46:47,Mumbai,Maharashtra,India,POS,Yes,No,Yes,11,2,1
TXN100335,CUST1209,9627365271727223,54,Female,Electronics,97152.26,2026-01-11,09:10:56,Madurai,Tamil Nadu,India,Tablet,Yes,Yes,Yes,3,3,1
TXN100336,CUST1252,7618209166010023,67,Male,Restaurant,21438.21,2026-11-18,19:00:50,Chennai,Tamil Nadu,India,Mobile,No,Yes,Yes,5,3,0
TXN100337,CUST1455,2457230848100184,24,Female,Electronics,231.5,2026-04-25,00:14:27,Mumbai,Maharashtra,India,Laptop,No,No,Yes,13,5,1
TXN100338,CUST1733,1721314519515109,27,Male,Healthcare,79595.57,2026-11-04,05:43:27,Madurai,Tamil Nadu,India,POS,No,No,Yes,9,3,1
