Transaction_ID,Customer_ID,Card_Number,Customer_Age,Gender,Merchant_Category,Amount,Transaction_Date,Transaction_Time,City,State,Country,Device_Type,Card_Present,CVV_Matched,International_Transaction,Daily_Transaction_Count,Previous_Fraud_Count
TXN102173,CUST1670,4358498118465124,29,Male,Grocery,130944.08,2026-05-01,14:35:43,Coimbatore,Tamil Nadu,India,Tablet,Yes,No,Yes,13,2
TXN102174,CUST1641,8116595585942193,49,Male,Fuel,31325.64,2026-07-29,06:58:44,Mumbai,Maharashtra,India,POS,No,Yes,No,13,3
TXN102175,CUST1438,8777593586134174,56,Male,E-Commerce,51939.6,2026-10-12,00:35:41,Pune,Maharashtra,India,POS,Yes,No,No,5,1
TXN102176,CUST1206,9907615001113915,37,Male,Restaurant,42494.68,2026-04-12,13:16:31,Jaipur,Rajasthan,India,Laptop,Yes,No,Yes,3,0
TXN102177,CUST1744,8616479049915738,60,Male,Healthcare,68155.7,2026-10-21,12:29:42,Bengaluru,Karnataka,India,Tablet,No,Yes,Yes,19,5
TXN102178,CUST1404,1023726432058699,46,Male,Restaurant,136680.17,2026-11-14,15:06:42,Kochi,Kerala,India,POS,No,Yes,Yes,16,3
TXN102179,CUST1008,1154917732609685,44,Female,Fuel,5288.26,2026-09-26,10:43:38,Delhi,Delhi,India,Laptop,No,No,No,19,2
TXN102180,CUST1218,3644702632767659,43,Female,Travel,77760.48,2026-12-02,23:24:24,Jaipur,Rajasthan,India,POS,No,No,Yes,12,2
TXN102181,CUST1644,3474502405377290,53,Female,ATM,91690.66,2026-06-11,07:41:39,Hyderabad,Telangana,India,POS,Yes,Yes,No,12,2
TXN102182,CUST1568,0780538338569329,25,Male,Healthcare,90145.3,2026-06-05,23:33:02,Hyderabad,Telangana,India,Mobile,No,Yes,No,7,0
TXN102183,CUST1282,1506324051026583,52,Female,E-Commerce,64810.59,2026-04-14,09:59:25,Delhi,Delhi,India,POS,No,No,No,14,5
TXN102184,CUST1039,3327399741592094,70,Male,Grocery,131575.01,2026-01-11,05:40:31,Mumbai,Maharashtra,India,Mobile,No,Yes,No,4,3
TXN102185,CUST1307,8497797383306144,31,Female,Entertainment,129338.54,2026-07-10,08:45:30,Pune,Maharashtra,India,Laptop,No,Yes,No,6,3
TXN102186,CUST1033,2706875670718129,29,Male,Healthcare,138369.96,2026-04-22,18:07:08,Bengaluru,Karnataka,India,Tablet,No,No,No,20,5
TXN102187,CUST1603,8413376870580791,66,Male,Healthcare,126761.09,2026-07-06,03:56:01,Mumbai,Maharashtra,India,POS,Yes,No,Yes,15,4
TXN102188,CUST1210,8478483034857365,60,Female,Grocery,130203.1,2026-05-15,19:08:30,Madurai,Tamil Nadu,India,Mobile,Yes,Yes,Yes,15,4
TXN102189,CUST1519,3643167859844408,53,Female,E-Commerce,32381.03,2026-04-13,05:40:02,Delhi,Delhi,India,POS,No,Yes,No,5,3
TXN102190,CUST1635,9015230299966330,56,Male,Fashion,53764.56,2026-07-24,11:16:00,Bengaluru,Karnataka,India,Mobile,No,Yes,No,9,0
TXN102191,CUST1185,7320129531850042,30,Male,ATM,21047.72,2026-01-20,22:54:24,Pune,Maharashtra,India,Laptop,Yes,No,Yes,2,4
TXN102192,CUST1244,0548473857797398,65,Male,Restaurant,124662.6,2026-06-18,20:43:20,Bengaluru,Karnataka,India,Mobile,No,Yes,Yes,16,1
TXN102193,CUST1695,3826429518525576,67,Male,Travel,135794.29,2026-10-30,01:15:03,Pune,Maharashtra,India,Mobile,No,No,No,9,5
TXN102194,CUST1514,7615048849150892,59,Female,Restaurant,61112.92,2026-05-29,01:15:58,Kochi,Kerala,India,Mobile,No,No,No,12,2
TXN102195,CUST1616,3558810822775477,58,Female,Entertainment,40762.83,2026-10-22,05:23:18,Coimbatore,Tamil Nadu,India,Laptop,Yes,No,Yes,10,5
TXN102196,CUST1601,3797900704559484,54,Female,Entertainment,134463.41,2026-02-24,13:27:08,Bengaluru,Karnataka,India,POS,No,No,Yes,5,2
TXN102197,CUST1373,9350276749064122,49,Male,Entertainment,59625.25,2026-04-12,02:18:52,Kochi,Kerala,India,Mobile,Yes,No,Yes,16,5
TXN102198,CUST1051,0545583455955621,45,Male,Fashion,55983.12,2026-12-03,15:44:55,Mumbai,Maharashtra,India,Tablet,Yes,No,Yes,10,5
TXN102199,CUST1595,1086043171557852,23,Female,E-Commerce,34765.46,2026-07-20,17:24:56,Chennai,Tamil Nadu,India,Laptop,Yes,No,Yes,17,4
TXN102200,CUST1531,8850105583911153,29,Male,Electronics,60914.29,2026-01-25,01:39:45,Bengaluru,Karnataka,India,Laptop,Yes,No,Yes,16,4
TXN102201,CUST1044,2038878218893844,46,Male,Healthcare,115950.08,2026-08-10,12:15:47,Hyderabad,Telangana,India,Laptop,Yes,Yes,No,17,5
TXN102202,CUST1095,2426647426440478,30,Male,Entertainment,89910.68,2026-08-11,13:15:28,Jaipur,Rajasthan,India,POS,Yes,No,No,10,2
TXN102203,CUST1625,9246871446939953,23,Female,Travel,121222.53,2026-07-26,09:41:09,Bengaluru,Karnataka,India,POS,Yes,Yes,No,19,0
TXN102204,CUST1569,9649666811822923,60,Male,Restaurant,57587.11,2026-09-09,04:11:57,Chennai,Tamil Nadu,India,Laptop,No,Yes,Yes,16,5
TXN102205,CUST1572,4061386748578304,68,Female,Travel,87639.04,2026-12-18,10:43:49,Delhi,Delhi,India,Tablet,No,No,No,18,5
TXN102206,CUST1003,0551267644943632,47,Male,Travel,61692.47,2026-05-11,13:22:12,Hyderabad,Telangana,India,POS,Yes,Yes,Yes,10,1
TXN102207,CUST1090,8674715203519198,40,Male,Travel,61356.74,2026-11-18,03:15:14,Kochi,Kerala,India,POS,Yes,Yes,No,7,1
TXN102208,CUST1191,9876632790423381,18,Female,Grocery,138017.91,2026-09-16,19:04:47,Delhi,Delhi,India,Mobile,Yes,No,Yes,5,4
TXN102209,CUST1084,8457496599052702,40,Female,Fuel,143623.88,2026-05-29,06:20:57,Pune,Maharashtra,India,Laptop,Yes,No,Yes,16,3
TXN102210,CUST1750,5130610922168974,39,Male,Entertainment,16579.15,2026-08-17,07:53:09,Chennai,Tamil Nadu,India,POS,Yes,Yes,Yes,15,2
TXN102211,CUST1255,1266656023361655,50,Male,Healthcare,114437.1,2026-05-09,14:20:21,Kochi,Kerala,India,Laptop,No,No,Yes,2,5
TXN102212,CUST1248,6702751005687069,18,Female,Entertainment,143542.03,2026-02-06,05:05:44,Pune,Maharashtra,India,Mobile,No,No,Yes,6,1
TXN102213,CUST1374,3933054849516570,46,Female,Fashion,21834.77,2026-02-25,22:33:14,Chennai,Tamil Nadu,India,Laptop,No,Yes,No,9,3
TXN102214,CUST1768,8551902041154880,67,Female,Fuel,7533.04,2026-04-24,06:18:25,Kochi,Kerala,India,Laptop,Yes,No,Yes,8,0
TXN102215,CUST1324,7543700984164377,20,Male,Fuel,117954.15,2026-01-06,23:17:28,Chennai,Tamil Nadu,India,Mobile,Yes,No,Yes,18,5
TXN102216,CUST1230,3971785681769750,40,Male,Entertainment,142778.37,2026-05-02,22:49:36,Bengaluru,Karnataka,India,Mobile,Yes,Yes,No,12,4
TXN102217,CUST1086,6983317936470894,64,Female,Grocery,57886.78,2026-12-27,22:51:40,Hyderabad,Telangana,India,POS,Yes,No,Yes,12,3
TXN102218,CUST1022,7650946207856227,25,Male,Healthcare,3959.1,2026-03-07,20:42:24,Coimbatore,Tamil Nadu,India,Mobile,No,Yes,Yes,1,4
TXN102219,CUST1226,6091949081700327,62,Female,Electronics,79130.88,2026-06-26,21:42:44,Pune,Maharashtra,India,Tablet,No,No,No,2,0
TXN102220,CUST1285,9726821195696460,49,Female,Fashion,95379.2,2026-11-01,11:24:44,Jaipur,Rajasthan,India,Mobile,Yes,Yes,Yes,12,0
TXN102221,CUST1210,5639748925007516,47,Female,ATM,62439.0,2026-08-31,06:23:34,Coimbatore,Tamil Nadu,India,Laptop,Yes,No,No,9,4
TXN102222,CUST1461,4779359958438356,56,Female,Fuel,26657.69,2026-03-16,01:53:05,Jaipur,Rajasthan,India,Laptop,Yes,No,No,14,5
TXN102223,CUST1592,1267191969933530,31,Male,Fashion,114710.09,2026-09-02,17:13:02,Kochi,Kerala,India,Tablet,Yes,No,No,8,1
TXN102224,CUST1338,5262029487478112,53,Male,Healthcare,88654.0,2026-12-07,18:12:18,Kochi,Kerala,India,Mobile,No,Yes,Yes,5,1
TXN102225,CUST1593,3177865039475055,48,Female,Entertainment,117157.16,2026-10-16,02:29:19,Bengaluru,Karnataka,India,Mobile,Yes,No,Yes,10,5
TXN102226,CUST1327,3538115750927209,35,Male,Fashion,57111.24,2026-12-26,11:28:41,Kochi,Kerala,India,Tablet,Yes,No,Yes,7,4
TXN102227,CUST1103,6867088550694394,35,Male,Grocery,117888.11,2026-02-04,00:19:09,Delhi,Delhi,India,Tablet,No,Yes,No,9,4
TXN102228,CUST1154,1018188969913293,41,Female,Travel,31560.07,2026-06-07,16:56:40,Coimbatore,Tamil Nadu,India,Mobile,Yes,No,No,2,1
TXN102229,CUST1307,7560164262455462,18,Male,Fuel,124587.81,2026-06-24,22:16:50,Mumbai,Maharashtra,India,Laptop,Yes,Yes,No,1,3
TXN102230,CUST1086,7343466095470060,68,Male,E-Commerce,78847.15,2026-02-09,01:28:36,Kochi,Kerala,India,Mobile,No,Yes,No,5,0
TXN102231,CUST1266,1202241756168095,45,Female,Fuel,79340.8,2026-06-21,08:07:12,Bengaluru,Karnataka,India,Laptop,No,No,No,1,1
TXN102232,CUST1531,5915658179157829,21,Female,Electronics,110671.78,2026-06-05,18:11:10,Coimbatore,Tamil Nadu,India,Mobile,Yes,No,Yes,19,4
TXN102233,CUST1623,4814140138569939,25,Female,Electronics,61857.59,2026-03-20,00:57:07,Madurai,Tamil Nadu,India,Mobile,Yes,No,No,2,1
TXN102234,CUST1053,9844698886659481,62,Male,Entertainment,28033.33,2026-11-04,03:15:42,Mumbai,Maharashtra,India,Tablet,No,Yes,No,10,2
TXN102235,CUST1711,9153218011308523,24,Female,Healthcare,124331.76,2026-10-01,05:56:15,Hyderabad,Telangana,India,Laptop,No,Yes,Yes,5,5
TXN102236,CUST1753,4626713202534238,45,Female,Grocery,122040.71,2026-08-31,12:01:19,Madurai,Tamil Nadu,India,Laptop,No,No,No,16,2
TXN102237,CUST1054,8772107524003305,22,Male,E-Commerce,107216.98,2026-09-10,04:18:51,Delhi,Delhi,India,Laptop,No,No,Yes,14,2
TXN102238,CUST1297,1689392763985238,60,Male,ATM,25430.46,2026-09-19,18:12:58,Mumbai,Maharashtra,India,Laptop,Yes,No,No,17,0
TXN102239,CUST1490,0423573189959311,64,Female,E-Commerce,88995.96,2026-12-12,02:41:12,Kochi,Kerala,India,Laptop,No,No,Yes,12,0
TXN102240,CUST1481,0775088494999635,47,Female,ATM,62451.48,2026-08-01,04:49:04,Bengaluru,Karnataka,India,Mobile,No,No,Yes,20,2
TXN102241,CUST1566,4542259551330591,40,Female,Fuel,87296.16,2026-04-17,21:44:22,Coimbatore,Tamil Nadu,India,Mobile,Yes,No,No,10,2
TXN102242,CUST1110,3636590504173722,33,Female,Electronics,63000.38,2026-12-26,15:53:32,Delhi,Delhi,India,Mobile,Yes,Yes,Yes,18,0
TXN102243,CUST1144,8171899354752112,46,Female,E-Commerce,63495.58,2026-09-12,06:04:05,Hyderabad,Telangana,India,Laptop,Yes,Yes,Yes,18,4
TXN102244,CUST1413,2306594003818036,37,Female,Fuel,101642.66,2026-01-23,04:04:32,Madurai,Tamil Nadu,India,POS,Yes,No,Yes,18,0
TXN102245,CUST1459,0284616878732149,56,Female,Grocery,31483.19,2026-03-07,00:17:12,Hyderabad,Telangana,India,Tablet,No,Yes,Yes,10,2
TXN102246,CUST1133,1065100460104131,33,Female,Travel,50127.01,2026-08-22,18:19:08,Chennai,Tamil Nadu,India,Tablet,Yes,Yes,Yes,20,2
TXN102247,CUST1434,7217618989878776,48,Female,Travel,129721.99,2026-04-22,16:30:29,Coimbatore,Tamil Nadu,India,Laptop,Yes,Yes,Yes,20,3
TXN102248,CUST1659,2048730451945586,50,Male,Entertainment,124253.47,2026-04-25,08:07:34,Pune,Maharashtra,India,Mobile,No,No,No,2,1
TXN102249,CUST1642,1575859391853620,41,Female,Restaurant,90162.55,2026-05-01,18:11:28,Coimbatore,Tamil Nadu,India,POS,No,Yes,No,8,4
TXN102250,CUST1322,6702071537842055,61,Female,Travel,113376.46,2026-12-11,10:17:18,Chennai,Tamil Nadu,India,Tablet,No,No,No,17,4
TXN102251,CUST1551,9221007204094711,68,Male,Restaurant,60409.74,2026-12-19,14:23:42,Delhi,Delhi,India,Mobile,No,Yes,Yes,10,4
TXN102252,CUST1438,6718644262447049,53,Female,Entertainment,12370.53,2026-01-09,03:32:29,Delhi,Delhi,India,Mobile,Yes,Yes,Yes,11,3
TXN102253,CUST1796,0443073246689974,56,Male,Fashion,95881.13,2026-01-30,08:51:14,Pune,Maharashtra,India,Mobile,No,No,Yes,9,3
TXN102254,CUST1588,2470481130186432,33,Male,Restaurant,138352.91,2026-12-19,12:52:23,Coimbatore,Tamil Nadu,India,Mobile,Yes,No,No,20,0
TXN102255,CUST1487,0034374325674053,42,Male,Travel,13756.87,2026-11-29,21:09:13,Coimbatore,Tamil Nadu,India,Mobile,No,No,Yes,3,0
TXN102256,CUST1607,0206071369300522,22,Female,Restaurant,24634.33,2026-08-06,14:41:15,Kochi,Kerala,India,Laptop,No,Yes,No,14,0
TXN102257,CUST1127,6159994426184553,46,Female,ATM,145685.38,2026-07-25,16:08:46,Jaipur,Rajasthan,India,POS,Yes,Yes,No,20,4
TXN102258,CUST1673,4023235859358035,59,Male,ATM,77704.84,2026-06-22,00:59:51,Delhi,Delhi,India,POS,Yes,No,Yes,19,5
TXN102259,CUST1646,7354425247777444,54,Female,Restaurant,119158.84,2026-05-06,01:19:27,Hyderabad,Telangana,India,Mobile,Yes,No,Yes,13,4
TXN102260,CUST1545,8264862755377938,40,Female,Healthcare,3153.62,2026-02-21,04:07:01,Hyderabad,Telangana,India,Mobile,No,Yes,No,9,2
TXN102261,CUST1749,3960160993247079,27,Female,Electronics,54117.31,2026-02-23,22:30:18,Bengaluru,Karnataka,India,Mobile,No,Yes,Yes,5,2
TXN102262,CUST1061,3943988442789523,45,Male,Entertainment,88749.97,2026-05-16,18:26:46,Hyderabad,Telangana,India,POS,No,No,No,15,5
TXN102263,CUST1520,1273174271832240,28,Male,E-Commerce,144750.38,2026-07-21,21:58:08,Delhi,Delhi,India,Tablet,Yes,No,No,9,5
TXN102264,CUST1032,4046551128638110,40,Male,Electronics,106117.06,2026-03-09,17:45:38,Madurai,Tamil Nadu,India,Mobile,No,No,No,19,2
TXN102265,CUST1174,8276774239354337,30,Male,Entertainment,78028.44,2026-04-21,19:26:49,Jaipur,Rajasthan,India,Laptop,Yes,No,Yes,2,0
TXN102266,CUST1142,6077214348696537,22,Female,Travel,71486.58,2026-02-27,00:22:11,Chennai,Tamil Nadu,India,Laptop,Yes,No,Yes,1,5
TXN102267,CUST1582,5079337731297341,65,Female,ATM,51015.83,2026-03-23,21:44:29,Kochi,Kerala,India,Mobile,Yes,No,Yes,1,4
TXN102268,CUST1061,7220871218945239,59,Female,E-Commerce,62058.34,2026-01-20,04:15:13,Coimbatore,Tamil Nadu,India,POS,No,No,Yes,15,2
TXN102269,CUST1457,9032308880609417,39,Male,Electronics,143213.81,2026-05-24,03:14:59,Chennai,Tamil Nadu,India,Mobile,No,No,No,12,4
TXN102270,CUST1718,7558509591450497,29,Male,Healthcare,61874.61,2026-05-30,21:25:08,Delhi,Delhi,India,Laptop,No,No,Yes,18,0
TXN102271,CUST1295,2043845046217643,36,Male,E-Commerce,135642.56,2026-02-24,13:50:56,Mumbai,Maharashtra,India,Tablet,No,Yes,No,18,5
TXN102272,CUST1574,6985857491106672,45,Female,Fuel,75625.36,2026-11-16,07:41:37,Delhi,Delhi,India,POS,Yes,No,No,2,0
TXN102273,CUST1164,4931645982437804,46,Male,Restaurant,5939.67,2026-11-18,18:12:24,Kochi,Kerala,India,Mobile,No,No,No,19,1
TXN102274,CUST1443,9203273571256721,27,Male,Grocery,4078.25,2026-06-24,14:42:32,Jaipur,Rajasthan,India,POS,Yes,No,Yes,5,5
TXN102275,CUST1313,2566009805783690,62,Male,Grocery,30367.59,2026-05-18,02:52:58,Bengaluru,Karnataka,India,Tablet,No,Yes,Yes,19,4
TXN102276,CUST1331,6849977070600746,24,Female,Fashion,37165.71,2026-08-16,01:03:50,Hyderabad,Telangana,India,Mobile,No,No,No,7,3
TXN102277,CUST1574,7163876215774054,41,Female,Healthcare,18334.77,2026-03-18,09:48:34,Delhi,Delhi,India,POS,Yes,No,Yes,16,4
TXN102278,CUST1371,3141988726349212,26,Male,Fashion,86457.46,2026-10-27,16:57:53,Madurai,Tamil Nadu,India,Mobile,No,Yes,Yes,15,5
TXN102279,CUST1126,3204484567715417,59,Female,Healthcare,1109.6,2026-06-11,13:35:37,Bengaluru,Karnataka,India,Mobile,Yes,No,No,12,3
TXN102280,CUST1669,6776576664760852,18,Female,Electronics,87938.02,2026-06-09,10:56:20,Madurai,Tamil Nadu,India,Mobile,No,No,Yes,10,4
TXN102281,CUST1639,8878298872754422,18,Female,Fuel,103056.51,2026-10-11,11:44:02,Mumbai,Maharashtra,India,Laptop,No,Yes,No,9,0
TXN102282,CUST1064,6724663903214303,23,Male,E-Commerce,123123.13,2026-05-03,07:52:01,Coimbatore,Tamil Nadu,India,Mobile,Yes,No,Yes,13,2
TXN102283,CUST1258,8855875524529615,22,Female,Fashion,61839.62,2026-08-23,08:22:29,Pune,Maharashtra,India,Laptop,No,Yes,No,19,4
TXN102284,CUST1205,8713556696338958,45,Female,Fuel,69623.09,2026-10-01,04:20:43,Mumbai,Maharashtra,India,Mobile,Yes,Yes,No,5,2
TXN102285,CUST1435,9476293684268517,55,Female,Fashion,65144.36,2026-10-17,23:53:38,Chennai,Tamil Nadu,India,Mobile,Yes,Yes,No,3,4
TXN102286,CUST1778,0952038721215190,58,Female,Travel,109664.9,2026-07-15,05:52:19,Hyderabad,Telangana,India,Tablet,Yes,Yes,Yes,4,3
TXN102287,CUST1345,6633935082432625,33,Male,Restaurant,2223.3,2026-01-28,20:31:20,Kochi,Kerala,India,POS,Yes,No,Yes,2,1
TXN102288,CUST1290,8435074509332809,58,Female,Grocery,21000.1,2026-05-19,00:19:59,Bengaluru,Karnataka,India,Mobile,Yes,Yes,No,16,0
TXN102289,CUST1686,8235327737655476,22,Female,Electronics,66599.78,2026-09-01,07:21:20,Hyderabad,Telangana,India,Mobile,No,No,Yes,6,3
TXN102290,CUST1417,6153939294270215,21,Male,Fashion,132711.1,2026-04-24,20:15:36,Chennai,Tamil Nadu,India,Tablet,Yes,No,No,17,1
TXN102291,CUST1295,7733912990371912,46,Female,E-Commerce,36400.94,2026-12-23,11:20:29,Coimbatore,Tamil Nadu,India,POS,Yes,Yes,Yes,14,5
TXN102292,CUST1192,2065910044364364,36,Female,Fashion,123565.64,2026-10-16,13:37:05,Hyderabad,Telangana,India,Laptop,Yes,Yes,Yes,15,5
TXN102293,CUST1154,2768352780878571,21,Male,Fashion,81084.03,2026-07-10,06:02:00,Chennai,Tamil Nadu,India,Mobile,Yes,No,Yes,5,2
TXN102294,CUST1527,6775465861728470,33,Female,Restaurant,120523.63,2026-11-23,06:14:11,Hyderabad,Telangana,India,Tablet,No,No,No,3,2
TXN102295,CUST1304,6351757351851769,61,Female,Travel,105560.17,2026-10-17,11:58:37,Mumbai,Maharashtra,India,POS,No,Yes,Yes,8,5
TXN102296,CUST1225,7522964842109222,38,Male,Restaurant,50809.79,2026-09-03,18:40:23,Bengaluru,Karnataka,India,Tablet,Yes,Yes,No,13,3
TXN102297,CUST1047,4142643029708137,27,Male,E-Commerce,83956.73,2026-03-04,00:39:49,Bengaluru,Karnataka,India,POS,Yes,No,Yes,20,1
TXN102298,CUST1171,9501496284076953,56,Male,ATM,70202.27,2026-04-19,21:42:18,Delhi,Delhi,India,Tablet,No,Yes,Yes,15,4
TXN102299,CUST1160,4466669483609438,44,Male,Travel,135818.01,2026-01-09,16:20:21,Jaipur,Rajasthan,India,Laptop,No,No,Yes,19,3
